CaO+MgO,Fe2O3*,MgO,CaO,S,Zn,Pb,Cu,Type de roche
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,5.13E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,6.07E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,1.14E-06,6.07E-05,8.04E-05,0.001800993,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.00247769,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,5.13E-05,1.11E-05,R. carbonat̩es
0.000136237,2.35E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,1.14E-06,5.45E-05,8.04E-05,0.001124296,0.000178892,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,6.07E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,2.35E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.001800993,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,7.36E-05,0.00247769,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.001124296,0.000108425,8.03E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,7.36E-05,0.00247769,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,7.36E-05,0.000447599,0.000178892,5.13E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,7.36E-05,0.001800993,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,5.45E-05,8.04E-05,0.00247769,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000126824,1.14E-06,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,5.45E-05,7.36E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,2.35E-07,5.45E-05,7.36E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,2.35E-07,5.45E-05,7.36E-05,0.001124296,0.000178892,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,5.45E-05,7.36E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,5.45E-05,7.36E-05,0.001800993,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000126824,2.35E-07,5.45E-05,7.36E-05,0.000447599,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000126824,8.40E-07,5.45E-05,7.36E-05,0.003154387,0.000108425,0.000109325,4.53E-06,R. carbonat̩es
0.000126824,5.38E-07,4.82E-05,7.36E-05,0.00247769,3.80E-05,2.23E-05,1.76E-05,R. carbonat̩es
0.000117411,5.38E-07,5.45E-05,7.36E-05,0.003154387,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
0.000117411,5.38E-07,4.82E-05,6.69E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,1.14E-06,4.82E-05,6.69E-05,0.003154387,3.80E-05,2.23E-05,1.76E-05,R. carbonat̩es
0.000136237,8.40E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.001124296,3.80E-05,2.23E-05,4.53E-06,R. carbonat̩es
0.000127598,5.37E-06,5.04E-05,7.42E-05,0.057570299,2.05E-05,4.78E-05,6.19E-05,Pyrite
0.000127598,5.37E-06,5.38E-05,7.42E-05,0.039476482,6.60E-05,2.62E-05,6.19E-05,Pyrite
0.000127598,5.37E-06,5.38E-05,7.42E-05,0.021382666,2.05E-05,4.78E-05,6.19E-05,Pyrite
0.000100822,1.79E-05,4.01E-05,6.08E-05,0.075664116,3.19E-05,6.95E-05,,Pyrite
7.79E-05,1.34E-05,2.17E-05,5.65E-05,0.024806131,3.92E-05,6.71E-06,0.019842679,Chalcopyrites
8.82E-05,,2.55E-05,6.25E-05,0.07549109,3.80E-05,6.71E-06,0.018477087,Chalcopyrites
0.000119202,1.59E-05,5.23E-05,7.32E-05,0.15969482,0.019793101,0.046097052,0.000115294,Gal̬ne
5.58E-05,0.000103523,1.87E-05,3.07E-05,0.773813944,0.04841177,0.046097052,0.000115294,Gal̬ne
0.000119202,1.59E-05,4.39E-05,6.26E-05,0.15969482,0.077030439,0.275170049,0.000756032,Gal̬ne
0.000124869,1.39E-06,5.22E-05,7.33E-05,0.005796391,0.009526802,0.001522316,1.28E-05,Spahlerite
0.000138524,1.39E-06,5.80E-05,7.97E-05,0.005796391,0.009526802,0.001522316,1.28E-05,Spahlerite
0.000124869,4.47E-06,5.22E-05,7.33E-05,0.03407848,0.0328582,0.013572284,5.63E-05,Spahlerite
1.00E-05,4.03E-05,1.03E-05,4.01E-06,0.018910996,5.67E-05,2.45E-05,0.000162389,S̩diments terrig̬nes
1.00E-05,5.94E-06,1.03E-05,4.01E-06,0.018910996,5.67E-05,5.45E-05,0.000162389,S̩diments terrig̬nes
1.00E-05,1.45E-05,4.24E-06,4.01E-06,0.018910996,5.67E-05,3.95E-05,0.000789669,S̩diments terrig̬nes
1.00E-05,1.45E-05,4.24E-06,4.01E-06,0.092448097,0.000177706,6.96E-05,0.000162389,S̩diments terrig̬nes
1.00E-05,5.94E-06,4.24E-06,4.01E-06,0.055679547,5.67E-05,2.45E-05,0.000162389,S̩diments terrig̬nes
6.18E-05,5.94E-06,,3.50E-05,0.018910996,0.000117182,3.95E-05,0.000162389,S̩diments terrig̬nes
1.00E-05,5.94E-06,4.24E-06,4.01E-06,0.018910996,5.67E-05,2.45E-05,0.000162389,S̩diments terrig̬nes
1.00E-05,5.94E-06,4.24E-06,4.01E-06,0.018910996,5.67E-05,2.45E-05,0.000789669,S̩diments terrig̬nes
1.00E-05,5.94E-06,1.03E-05,4.01E-06,0.018910996,5.67E-05,3.95E-05,0.000162389,S̩diments terrig̬nes
0.000136237,5.38E-07,5.45E-05,8.04E-05,0.003154387,3.80E-05,2.23E-05,1.11E-05,R. carbonat̩es
